Jurisdiction,Week,All,Natural,Septicemia,Malignant,Diabetes,Alzheimer,Influenza,Chronic Illnesses,Other Diseases,Nephritis,"Symptoms, Signs, and Abnormal Clinical and Laboratory Findings",Heart Diseases,Cerebrovascular,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death)
Colorado,8/8/2020,841,723,11,160,20,46,NA,45,NA,NA,10,146,39,39,34
Connecticut,8/8/2020,593,524,NA,132,20,27,NA,19,10,NA,NA,128,31,NA,NA
Delaware,8/8/2020,197,178,NA,38,NA,14,NA,NA,NA,0,NA,57,12,NA,NA
District of Columbia,8/8/2020,118,91,0,14,NA,NA,NA,NA,NA,0,NA,19,11,NA,NA
Florida,8/8/2020,5585,5141,40,904,139,151,44,208,48,65,76,962,294,1405,1256
Georgia,8/8/2020,2192,2016,36,322,60,93,33,87,39,43,19,373,86,474,428
Hawaii,8/8/2020,231,208,NA,45,NA,11,NA,NA,NA,NA,NA,56,20,NA,NA
Idaho,8/8/2020,312,281,NA,65,10,12,NA,14,NA,NA,NA,47,14,40,35
Illinois,8/8/2020,2138,1963,37,440,56,82,38,94,18,40,18,485,105,98,85
Indiana,8/8/2020,1344,1216,24,268,39,44,12,64,21,28,NA,281,46,77,70
Iowa,8/8/2020,649,595,NA,112,23,34,NA,26,NA,NA,NA,142,32,53,49
Kansas,8/8/2020,601,544,12,96,14,25,NA,29,12,11,NA,130,34,37,31
Kentucky,8/8/2020,1007,891,22,189,28,32,15,53,17,12,13,210,44,54,49
Louisiana,8/8/2020,1243,1127,23,202,43,60,18,44,26,17,13,221,54,253,231
Maine,8/8/2020,276,239,0,60,NA,NA,NA,15,NA,NA,0,50,NA,NA,NA
Maryland,8/8/2020,1007,890,27,184,28,18,NA,30,NA,11,NA,234,55,72,60
Massachusetts,8/8/2020,996,890,15,247,23,27,NA,25,15,20,11,190,48,28,18
Michigan,8/8/2020,1868,1727,16,351,49,74,23,96,15,33,16,516,103,45,37
Minnesota,8/8/2020,897,799,NA,198,21,35,NA,35,NA,NA,15,175,34,46,41
Mississippi,8/8/2020,915,834,NA,136,22,42,19,43,NA,16,NA,165,34,204,181
Missouri,8/8/2020,1355,1226,24,241,37,52,19,64,33,41,13,280,59,99,89
Montana,8/8/2020,216,190,NA,41,NA,NA,NA,10,NA,NA,NA,40,NA,15,14
Nebraska,8/8/2020,381,352,NA,83,15,17,NA,20,NA,NA,NA,74,14,24,23
Nevada,8/8/2020,694,634,NA,112,25,27,NA,29,NA,NA,10,143,39,131,127
New Hampshire,8/8/2020,233,205,NA,43,NA,10,NA,18,NA,NA,NA,50,NA,NA,NA
New Jersey,8/8/2020,1344,1224,44,291,26,32,28,46,40,25,22,305,77,36,27
New Mexico,8/8/2020,433,382,NA,67,17,21,NA,16,NA,NA,NA,88,17,28,26
New York,8/8/2020,1877,1727,22,419,53,44,32,79,44,25,31,444,81,33,23
New York City,8/8/2020,964,876,12,186,27,12,24,23,NA,NA,15,315,50,24,19
North Carolina,8/8/2020,2061,1860,39,379,61,95,32,73,26,37,15,411,112,193,179
North Dakota,8/8/2020,154,136,NA,34,NA,10,NA,NA,NA,NA,NA,28,NA,NA,NA
Ohio,8/8/2020,2584,2347,40,499,82,103,41,114,32,39,35,567,119,163,152
Oklahoma,8/8/2020,814,743,NA,147,30,31,NA,50,NA,NA,12,198,46,73,69
Oregon,8/8/2020,768,693,NA,161,28,42,NA,36,NA,NA,15,133,34,31,25
Pennsylvania,8/8/2020,2540,2308,44,518,57,80,36,106,35,45,54,561,134,137,119
Rhode Island,8/8/2020,209,187,NA,49,NA,11,0,NA,NA,NA,NA,42,NA,NA,NA
South Carolina,8/8/2020,1368,1254,20,212,41,54,12,66,12,17,13,224,56,269,246
South Dakota,8/8/2020,187,165,NA,47,10,11,0,NA,NA,NA,NA,27,NA,NA,NA
Tennessee,8/8/2020,1707,1515,16,298,56,70,20,74,19,21,13,356,70,178,165
Texas,8/8/2020,5712,5296,68,795,162,217,71,190,45,86,40,974,232,1497,1424
Utah,8/8/2020,449,393,NA,76,14,20,NA,20,NA,NA,NA,93,26,29,26
Vermont,8/8/2020,102,92,NA,17,NA,NA,0,NA,0,0,0,24,NA,0,0
Virginia,8/8/2020,1513,1359,18,308,47,42,18,57,23,18,12,285,81,91,87
Washington,8/8/2020,1234,1117,16,254,40,71,NA,47,13,14,13,219,67,85,74
West Virginia,8/8/2020,494,438,NA,108,20,NA,NA,25,NA,NA,NA,104,13,22,21
Wisconsin,8/8/2020,1099,973,NA,241,28,32,11,52,NA,14,NA,229,54,60,41
Wyoming,8/8/2020,106,90,0,18,NA,NA,NA,NA,0,NA,NA,23,NA,NA,NA
Puerto Rico,8/8/2020,658,620,15,98,56,62,13,18,NA,26,10,111,29,42,40
United States,8/15/2020,63644,57747,736,11703,1895,2527,754,2656,798,969,637,12843,2946,7270,6563
Alabama,8/15/2020,1305,1207,NA,166,26,60,20,68,21,15,24,291,74,230,214
Alaska,8/15/2020,74,66,0,15,NA,NA,0,NA,0,NA,NA,17,NA,NA,NA
Arizona,8/15/2020,1526,1360,NA,242,56,61,20,56,21,11,29,242,55,249,232
Arkansas,8/15/2020,766,706,11,117,28,35,15,41,10,12,NA,186,37,92,76
California,8/15/2020,6291,5740,36,1189,213,372,96,240,53,91,20,1169,342,878,809
Colorado,8/15/2020,836,710,10,144,23,35,NA,45,10,NA,NA,160,38,28,23
Connecticut,8/15/2020,574,532,NA,132,15,18,NA,24,NA,NA,NA,126,28,NA,NA
Delaware,8/15/2020,189,163,NA,37,NA,NA,NA,13,NA,NA,NA,39,16,NA,NA
District of Columbia,8/15/2020,117,100,NA,22,NA,0,NA,NA,NA,NA,NA,23,NA,NA,NA
Florida,8/15/2020,5510,5049,52,876,137,166,50,222,40,78,68,985,338,1185,1058
Georgia,8/15/2020,2245,2082,37,352,60,99,27,90,49,42,30,436,74,427,406
Hawaii,8/15/2020,223,209,NA,40,10,NA,NA,NA,NA,NA,NA,49,15,13,NA
Idaho,8/15/2020,319,287,NA,38,12,17,NA,19,NA,NA,NA,74,15,33,33
Illinois,8/15/2020,2126,1927,34,471,53,64,35,91,16,38,26,476,105,104,86
Indiana,8/15/2020,1372,1267,17,247,54,39,10,92,17,37,NA,296,49,102,92
Iowa,8/15/2020,669,610,NA,117,16,20,NA,22,10,NA,10,146,34,57,48
Kansas,8/15/2020,577,521,NA,123,14,18,NA,39,NA,NA,NA,117,30,40,38
Kentucky,8/15/2020,1015,907,12,205,29,31,10,64,12,17,NA,219,43,64,55
Louisiana,8/15/2020,1181,1053,23,183,41,39,20,42,26,16,19,242,38,203,191
Maine,8/15/2020,280,245,0,64,NA,13,NA,15,NA,NA,NA,54,15,NA,NA
Maryland,8/15/2020,1064,916,15,209,31,20,14,35,NA,10,NA,227,52,61,53
Massachusetts,8/15/2020,1049,931,10,245,23,23,13,35,24,18,16,189,34,23,19
Michigan,8/15/2020,2025,1844,25,416,48,74,26,94,31,29,18,533,113,63,53
Minnesota,8/15/2020,888,803,NA,201,24,39,NA,27,15,12,12,173,35,51,41
Mississippi,8/15/2020,860,792,NA,134,21,29,13,36,NA,12,NA,172,42,197,176
Missouri,8/15/2020,1380,1237,18,263,39,49,25,75,30,29,11,283,61,108,99
Montana,8/15/2020,204,184,NA,42,10,NA,0,NA,NA,NA,NA,50,NA,NA,NA
Nebraska,8/15/2020,354,330,NA,69,13,12,NA,20,NA,NA,NA,67,19,23,20
Nevada,8/15/2020,662,592,NA,106,18,27,NA,33,NA,NA,NA,150,26,116,107
New Hampshire,8/15/2020,230,205,NA,47,NA,NA,NA,10,NA,NA,NA,48,11,NA,NA
New Jersey,8/15/2020,1308,1193,24,268,46,53,20,43,29,29,28,302,50,45,33
New Mexico,8/15/2020,394,347,NA,70,19,12,NA,17,NA,NA,NA,67,17,21,19
New York,8/15/2020,1824,1662,18,393,56,40,30,77,25,29,29,432,78,39,30
New York City,8/15/2020,987,904,20,213,21,13,23,31,19,12,16,277,40,29,20
North Carolina,8/15/2020,2160,1943,30,408,72,99,30,76,30,44,10,372,103,213,191
North Dakota,8/15/2020,136,122,NA,22,NA,NA,NA,NA,0,NA,NA,29,NA,14,14
Ohio,8/15/2020,2588,2341,42,509,71,122,24,110,39,40,22,549,136,186,166
Oklahoma,8/15/2020,860,783,15,164,22,26,NA,59,NA,11,NA,200,46,92,72
Oregon,8/15/2020,777,692,NA,157,26,42,NA,39,NA,16,NA,145,39,33,27
Pennsylvania,8/15/2020,2661,2398,45,580,81,94,19,101,41,59,49,588,100,125,108
Rhode Island,8/15/2020,211,190,0,40,NA,NA,NA,13,NA,NA,NA,42,12,NA,NA
South Carolina,8/15/2020,1319,1217,22,222,37,64,15,52,12,15,NA,232,59,241,212
South Dakota,8/15/2020,162,133,NA,29,NA,NA,NA,NA,NA,0,NA,37,NA,11,10
Tennessee,8/15/2020,1678,1503,21,288,58,76,25,81,15,24,17,318,74,178,161
Texas,8/15/2020,5782,5328,54,822,175,271,58,177,59,72,36,1047,212,1377,1303
Utah,8/15/2020,450,404,NA,81,13,23,NA,19,NA,NA,NA,85,16,32,23
Vermont,8/15/2020,104,95,0,23,NA,NA,0,NA,NA,NA,0,22,NA,0,0
Virginia,8/15/2020,1457,1348,17,289,45,56,20,55,21,37,10,320,73,102,89
Washington,8/15/2020,1174,1040,17,249,39,66,10,33,17,NA,11,210,58,77,61
West Virginia,8/15/2020,462,415,NA,84,25,15,NA,23,NA,NA,NA,88,20,14,13
Wisconsin,8/15/2020,1126,1018,22,255,25,40,NA,47,12,17,NA,224,44,46,37
Wyoming,8/15/2020,113,96,0,25,NA,NA,NA,14,0,0,NA,18,NA,NA,NA
Puerto Rico,8/15/2020,668,638,16,101,63,52,18,27,11,22,18,103,19,67,60
United States,8/22/2020,62562,56595,735,11517,1935,2566,697,2642,783,967,624,12769,2930,6389,5748
Alabama,8/22/2020,1303,1219,16,193,22,55,17,58,13,21,26,293,75,209,197
Alaska,8/22/2020,116,101,NA,25,NA,NA,NA,NA,0,0,NA,27,NA,NA,NA
Arizona,8/22/2020,1505,1299,NA,259,49,62,14,74,19,NA,26,272,59,174,155
Arkansas,8/22/2020,750,687,14,119,35,29,11,36,NA,NA,NA,183,35,99,84
California,8/22/2020,6478,5828,35,1146,231,352,78,214,40,79,26,1377,334,830,762
Colorado,8/22/2020,863,735,10,151,22,40,NA,50,12,13,10,170,26,19,15
Connecticut,8/22/2020,571,512,NA,116,19,25,NA,26,NA,12,NA,113,26,NA,NA
Delaware,8/22/2020,194,176,0,50,11,NA,NA,NA,NA,NA,NA,35,12,NA,NA
District of Columbia,8/22/2020,113,88,0,22,NA,NA,0,NA,NA,NA,0,23,NA,11,10
Florida,8/22/2020,5203,4804,42,876,174,150,64,228,50,55,66,962,302,960,863
Georgia,8/22/2020,2247,2074,27,354,62,78,23,94,46,43,23,429,110,415,379
Hawaii,8/22/2020,242,224,0,46,NA,13,NA,NA,NA,NA,NA,54,19,14,14
Idaho,8/22/2020,360,319,NA,68,NA,19,NA,13,NA,NA,NA,55,21,57,55
Illinois,8/22/2020,2151,1944,39,437,77,76,28,82,26,67,23,453,128,98,81
Indiana,8/22/2020,1359,1234,15,232,42,67,13,84,19,28,NA,293,45,98,90
Iowa,8/22/2020,625,570,NA,109,22,31,NA,26,NA,10,NA,133,22,63,57
Kansas,8/22/2020,514,464,NA,83,26,22,NA,19,NA,11,NA,96,21,40,34
Kentucky,8/22/2020,1078,960,28,190,21,40,15,54,17,19,NA,213,46,77,70
Louisiana,8/22/2020,1132,1021,23,155,35,53,11,32,22,27,18,228,46,200,179
Maine,8/22/2020,312,275,NA,64,14,20,NA,13,NA,NA,0,61,20,NA,NA
Maryland,8/22/2020,1002,890,16,190,27,15,NA,42,13,NA,NA,231,55,59,47
Massachusetts,8/22/2020,1037,963,16,231,37,36,NA,37,12,25,15,193,44,33,23
Michigan,8/22/2020,1926,1736,24,390,57,94,23,95,26,24,12,450,92,57,46
Minnesota,8/22/2020,907,815,NA,204,25,44,NA,46,13,NA,18,155,35,59,50
Mississippi,8/22/2020,813,751,10,111,31,43,18,37,NA,13,NA,149,34,192,172
Missouri,8/22/2020,1402,1273,16,295,27,53,20,63,27,33,12,300,67,102,88
Montana,8/22/2020,240,212,NA,43,NA,13,NA,18,NA,NA,NA,45,11,12,NA
Nebraska,8/22/2020,363,336,NA,75,10,15,NA,19,NA,NA,NA,75,14,27,25
Nevada,8/22/2020,648,569,NA,110,15,13,NA,32,NA,NA,NA,148,21,101,97
New Hampshire,8/22/2020,250,226,NA,60,NA,10,NA,NA,NA,NA,NA,55,13,NA,NA
New Jersey,8/22/2020,1341,1221,46,282,29,37,17,49,39,26,17,333,55,36,30
New Mexico,8/22/2020,411,343,NA,64,20,12,NA,19,NA,NA,NA,84,12,21,17
New York,8/22/2020,1876,1713,19,418,51,43,26,79,28,35,23,441,81,33,23
New York City,8/22/2020,965,889,13,243,32,15,26,25,11,11,16,253,33,24,16
North Carolina,8/22/2020,2123,1899,37,416,68,83,18,96,34,44,18,357,100,215,191
North Dakota,8/22/2020,132,121,NA,27,NA,NA,NA,NA,NA,NA,NA,30,10,NA,NA
Ohio,8/22/2020,2592,2345,26,469,64,109,28,125,36,49,27,599,131,182,159
Oklahoma,8/22/2020,877,804,15,162,32,35,12,42,NA,NA,NA,232,31,76,65
Oregon,8/22/2020,789,715,NA,166,26,38,NA,36,NA,NA,10,146,30,24,22
Pennsylvania,8/22/2020,2634,2411,57,540,75,87,28,97,48,51,50,577,126,98,90
Rhode Island,8/22/2020,198,175,NA,53,NA,13,NA,NA,NA,NA,0,36,NA,17,13
South Carolina,8/22/2020,1181,1073,16,200,27,52,NA,54,16,23,NA,192,51,207,186
South Dakota,8/22/2020,169,148,NA,30,NA,13,NA,NA,0,NA,NA,33,10,10,10
Tennessee,8/22/2020,1687,1484,26,278,53,71,30,78,24,22,15,355,73,140,130
Texas,8/22/2020,5033,4613,49,762,158,244,62,197,49,55,37,906,206,1004,940
Utah,8/22/2020,422,372,NA,78,17,16,NA,21,NA,NA,NA,81,28,18,13
Vermont,8/22/2020,117,102,0,23,NA,NA,0,NA,0,0,NA,31,NA,0,0
Virginia,8/22/2020,1454,1337,17,311,54,47,NA,60,23,36,10,287,69,125,113
Washington,8/22/2020,1199,1065,12,255,38,80,NA,45,13,NA,10,220,60,52,44
West Virginia,8/22/2020,497,441,NA,86,22,26,NA,33,NA,11,10,80,17,31,24
Wisconsin,8/22/2020,1061,930,10,229,22,50,NA,55,16,19,NA,212,47,38,33
Wyoming,8/22/2020,100,89,0,21,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
Puerto Rico,8/22/2020,694,661,13,136,63,66,NA,12,14,17,10,126,22,48,47
United States,8/29/2020,61125,55345,726,11578,1883,2430,678,2560,745,983,610,12482,2994,5755,5153
Alabama,8/29/2020,1216,1129,19,191,24,54,17,62,19,20,22,249,56,185,175
Alaska,8/29/2020,93,75,NA,23,NA,NA,0,NA,0,0,NA,11,NA,NA,NA
Arizona,8/29/2020,1467,1271,NA,266,69,64,12,60,21,14,29,269,72,129,113
Arkansas,8/29/2020,739,686,10,129,21,28,NA,45,NA,12,NA,157,32,95,88
California,8/29/2020,5878,5314,27,1093,181,345,72,214,44,85,16,1171,345,728,670
Colorado,8/29/2020,817,708,NA,162,17,34,NA,40,NA,NA,NA,140,53,29,24
Connecticut,8/29/2020,532,492,NA,118,13,18,NA,15,10,NA,NA,108,29,NA,NA
Delaware,8/29/2020,190,171,0,43,NA,NA,NA,10,NA,NA,NA,41,17,NA,NA
District of Columbia,8/29/2020,140,117,NA,22,NA,NA,NA,NA,NA,NA,0,31,NA,NA,NA
Florida,8/29/2020,5015,4598,51,857,153,164,49,201,48,63,59,968,299,808,725
Georgia,8/29/2020,2132,1968,37,348,54,87,30,73,44,45,31,398,89,347,324
Hawaii,8/29/2020,255,231,NA,49,NA,18,NA,NA,NA,NA,NA,48,10,35,31
Idaho,8/29/2020,327,289,0,60,13,13,NA,15,NA,NA,NA,62,14,28,25
Illinois,8/29/2020,2120,1915,22,445,58,67,26,72,21,40,19,501,113,132,122
Indiana,8/29/2020,1356,1230,26,252,39,48,11,89,17,20,NA,266,60,79,69
Iowa,8/29/2020,691,628,NA,121,21,20,NA,29,NA,11,NA,152,29,77,65
Kansas,8/29/2020,532,485,12,90,11,13,NA,32,NA,NA,10,117,21,51,45
Kentucky,8/29/2020,1007,918,20,179,37,25,NA,67,24,21,20,204,43,72,63
Louisiana,8/29/2020,1098,992,20,173,33,44,NA,40,16,27,19,230,49,164,149
Maine,8/29/2020,285,251,0,69,NA,13,NA,10,NA,NA,NA,54,13,NA,NA
Maryland,8/29/2020,1040,938,24,220,38,16,16,47,13,NA,NA,229,65,57,44
Massachusetts,8/29/2020,1059,966,16,241,28,19,NA,40,16,22,11,212,41,26,16
Michigan,8/29/2020,1936,1764,26,424,55,84,23,95,17,40,12,439,98,61,53
Minnesota,8/29/2020,919,825,NA,192,42,51,NA,40,12,13,13,163,48,41,28
Mississippi,8/29/2020,813,743,NA,133,25,43,12,33,NA,12,11,170,30,160,138
Missouri,8/29/2020,1382,1243,20,288,27,55,18,66,18,26,NA,258,69,129,115
Montana,8/29/2020,195,167,0,33,NA,NA,0,NA,NA,NA,NA,43,10,12,10
Nebraska,8/29/2020,323,291,NA,70,15,13,NA,11,NA,NA,NA,64,NA,13,11
Nevada,8/29/2020,633,561,NA,100,15,14,NA,38,NA,NA,NA,160,23,80,71
New Hampshire,8/29/2020,231,203,NA,44,13,NA,NA,17,NA,NA,NA,47,11,NA,0
New Jersey,8/29/2020,1335,1204,29,296,45,37,15,45,26,25,13,329,63,33,21
New Mexico,8/29/2020,397,349,NA,80,19,17,NA,17,NA,NA,NA,72,17,19,17
New York,8/29/2020,1813,1656,21,417,60,43,25,75,35,32,34,420,90,25,20
New York City,8/29/2020,997,915,14,217,31,14,16,17,11,16,14,273,32,19,15
North Carolina,8/29/2020,2070,1890,29,382,71,86,24,85,32,41,17,379,111,192,173
North Dakota,8/29/2020,141,121,NA,28,NA,NA,0,NA,0,NA,NA,29,NA,NA,NA
Ohio,8/29/2020,2650,2385,30,523,84,104,33,113,38,51,24,571,132,186,170
Oklahoma,8/29/2020,814,732,NA,146,29,37,NA,60,NA,12,NA,178,32,81,61
Oregon,8/29/2020,749,690,NA,173,25,24,NA,38,12,11,NA,142,54,34,29
Pennsylvania,8/29/2020,2589,2340,44,545,76,81,35,108,34,37,55,551,133,103,91
Rhode Island,8/29/2020,187,169,0,44,NA,NA,NA,10,NA,0,NA,46,NA,NA,NA
South Carolina,8/29/2020,1240,1127,17,215,31,51,NA,41,14,26,NA,210,56,201,180
South Dakota,8/29/2020,189,165,NA,36,NA,NA,NA,NA,NA,NA,NA,40,NA,13,12
Tennessee,8/29/2020,1709,1542,19,287,50,71,21,83,19,28,17,344,87,181,162
Texas,8/29/2020,5137,4702,67,824,156,277,67,183,54,80,29,988,206,853,782
Utah,8/29/2020,377,330,NA,59,15,23,NA,19,NA,NA,NA,80,10,11,10
Vermont,8/29/2020,121,100,NA,21,NA,NA,NA,NA,NA,0,NA,30,NA,0,0
Virginia,8/29/2020,1458,1329,13,277,45,50,23,61,25,32,20,284,73,111,103
Washington,8/29/2020,1118,991,10,259,42,54,NA,39,NA,12,NA,197,52,46,42
West Virginia,8/29/2020,442,398,NA,79,20,17,NA,30,NA,10,NA,98,12,32,25
Wisconsin,8/29/2020,1082,970,NA,217,35,43,NA,30,21,17,NA,239,51,43,37
Wyoming,8/29/2020,89,71,0,18,NA,NA,0,NA,NA,0,0,20,NA,0,0
Puerto Rico,8/29/2020,607,573,NA,80,61,47,24,22,NA,12,15,117,29,27,21
United States,9/5/2020,60247,54238,701,11376,1837,2506,733,2552,801,929,568,12513,2862,5021,4434
Alabama,9/5/2020,1216,1132,22,212,24,61,14,65,12,15,12,258,60,156,142
Alaska,9/5/2020,105,89,NA,20,NA,NA,NA,NA,NA,0,0,17,NA,NA,NA
Arizona,9/5/2020,1296,1128,NA,229,43,54,12,52,20,20,23,272,40,96,80
Arkansas,9/5/2020,713,648,NA,139,24,29,11,40,NA,NA,NA,152,34,88,81
California,9/5/2020,5784,5252,27,1106,211,357,83,210,48,84,21,1153,329,614,549
Colorado,9/5/2020,743,637,NA,143,14,31,NA,35,10,NA,NA,130,43,20,17
Connecticut,9/5/2020,574,510,NA,117,17,25,14,15,NA,NA,NA,112,27,NA,NA
Delaware,9/5/2020,208,181,NA,40,NA,NA,NA,NA,NA,NA,NA,51,16,NA,NA
District of Columbia,9/5/2020,143,115,NA,19,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
Florida,9/5/2020,4758,4295,55,833,140,143,45,208,52,67,51,957,294,658,581
Georgia,9/5/2020,2044,1855,37,344,61,94,28,95,36,32,23,353,84,261,245
Hawaii,9/5/2020,235,218,NA,44,NA,10,NA,NA,NA,NA,NA,48,20,31,28
Idaho,9/5/2020,352,323,NA,62,NA,15,NA,12,NA,NA,NA,76,20,38,30
Illinois,9/5/2020,2198,1999,37,422,65,88,33,91,26,39,30,513,115,119,103
Indiana,9/5/2020,1271,1143,19,242,36,51,13,67,22,20,10,263,59,74,67
Iowa,9/5/2020,597,551,NA,97,21,26,NA,31,10,NA,NA,127,20,59,50
Kansas,9/5/2020,566,504,NA,119,15,12,10,32,NA,NA,NA,116,21,39,36
Kentucky,9/5/2020,1055,944,14,199,26,38,14,57,19,20,17,202,41,86,70
Louisiana,9/5/2020,1110,991,21,177,36,51,13,34,19,18,NA,246,59,117,105
Maine,9/5/2020,289,266,NA,68,NA,NA,NA,13,NA,NA,NA,62,14,NA,NA
Maryland,9/5/2020,1046,912,14,201,35,14,11,40,NA,NA,NA,241,40,55,48
Massachusetts,9/5/2020,1014,921,14,208,34,31,NA,44,21,17,14,201,42,19,12
Michigan,9/5/2020,1959,1782,20,434,56,89,17,93,21,31,14,460,98,54,48
Minnesota,9/5/2020,895,797,NA,190,26,53,NA,41,NA,NA,17,161,32,51,41
Mississippi,9/5/2020,736,671,NA,109,29,36,21,33,NA,17,NA,160,22,116,99
Missouri,9/5/2020,1410,1251,19,236,42,49,19,69,26,38,17,298,83,113,108
Montana,9/5/2020,233,214,NA,49,NA,NA,NA,13,NA,NA,0,47,10,19,18
Nebraska,9/5/2020,350,317,NA,73,NA,19,NA,17,NA,NA,NA,57,20,35,33
Nevada,9/5/2020,640,572,NA,114,17,30,10,20,NA,NA,NA,138,26,77,70
New Hampshire,9/5/2020,234,211,0,43,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA
New Jersey,9/5/2020,1397,1269,29,278,47,37,21,50,29,38,17,347,51,32,25
New Mexico,9/5/2020,376,304,0,61,NA,17,NA,17,NA,NA,NA,55,17,11,10
New York,9/5/2020,1797,1650,13,402,47,38,24,69,49,37,34,446,61,29,23
New York City,9/5/2020,971,873,16,223,38,13,34,29,13,15,14,257,36,23,16
North Carolina,9/5/2020,2167,1949,33,397,74,95,30,96,36,36,17,396,129,212,191
North Dakota,9/5/2020,163,150,NA,28,NA,10,NA,NA,NA,NA,0,33,NA,14,11
Ohio,9/5/2020,2426,2158,33,460,76,83,21,118,35,35,34,519,110,169,155
Oklahoma,9/5/2020,828,749,NA,163,29,27,NA,48,10,NA,NA,204,22,76,64
Oregon,9/5/2020,707,626,NA,157,29,33,NA,28,NA,NA,NA,126,40,21,18
Pennsylvania,9/5/2020,2604,2327,40,541,76,88,25,110,38,53,37,566,111,86,65
Rhode Island,9/5/2020,207,176,NA,38,NA,10,NA,NA,NA,NA,NA,33,NA,NA,NA
South Carolina,9/5/2020,1243,1113,16,215,44,50,10,52,18,19,NA,218,54,183,154
South Dakota,9/5/2020,209,183,NA,48,10,NA,NA,11,0,0,0,39,NA,18,18
Tennessee,9/5/2020,1624,1475,17,268,52,74,21,80,20,19,20,343,77,151,134
Texas,9/5/2020,4942,4532,64,844,141,258,48,184,50,91,28,984,235,705,641
Utah,9/5/2020,367,325,NA,62,14,18,NA,20,NA,NA,NA,73,NA,19,15
Vermont,9/5/2020,113,100,NA,27,NA,NA,0,NA,0,0,0,30,NA,0,0
Virginia,9/5/2020,1486,1333,25,259,35,63,22,55,26,31,10,318,69,123,110
Washington,9/5/2020,1240,1095,11,278,27,78,12,52,11,NA,12,223,54,42,34
West Virginia,9/5/2020,460,399,NA,90,17,19,NA,25,NA,11,NA,78,18,28,24
Wisconsin,9/5/2020,1039,927,12,230,20,49,11,41,15,10,NA,230,53,40,30
Wyoming,9/5/2020,107,96,NA,18,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
Puerto Rico,9/5/2020,641,591,18,101,65,49,10,21,NA,19,NA,116,27,48,36
United States,9/12/2020,59678,53952,697,11468,1899,2330,681,2560,748,928,608,12360,3046,4628,4078
Alabama,9/12/2020,1232,1148,17,198,28,66,12,59,19,23,21,295,49,138,130
Alaska,9/12/2020,87,72,NA,22,NA,NA,0,NA,0,NA,NA,12,NA,NA,NA
Arizona,9/12/2020,1282,1122,10,243,42,45,14,55,26,15,19,259,58,61,56
Arkansas,9/12/2020,722,682,NA,136,25,24,11,44,NA,17,NA,168,31,105,87
California,9/12/2020,5874,5290,20,1187,230,332,95,200,40,65,23,1176,326,530,481
Colorado,9/12/2020,850,748,NA,168,28,31,NA,42,NA,10,NA,152,45,33,27
Connecticut,9/12/2020,571,513,14,126,NA,14,13,19,10,NA,NA,115,26,NA,NA
Delaware,9/12/2020,198,183,NA,41,NA,10,NA,14,NA,NA,0,41,16,NA,NA
District of Columbia,9/12/2020,125,106,NA,22,NA,NA,NA,NA,0,0,0,31,NA,NA,NA
Florida,9/12/2020,4513,4062,63,839,133,119,60,197,42,44,57,884,286,525,461
Georgia,9/12/2020,2073,1875,39,335,55,80,27,90,30,47,27,405,97,262,242
Hawaii,9/12/2020,274,256,0,62,NA,18,NA,NA,NA,NA,NA,47,23,34,31
Idaho,9/12/2020,321,295,0,65,NA,23,NA,20,NA,NA,0,63,17,25,23
Illinois,9/12/2020,2080,1873,19,412,49,82,18,86,24,44,26,457,133,119,96
Indiana,9/12/2020,1343,1210,31,270,50,40,11,81,18,30,NA,268,58,90,79
Iowa,9/12/2020,637,584,10,117,24,24,NA,34,NA,NA,11,130,32,61,53
Kansas,9/12/2020,581,527,11,84,18,21,NA,43,NA,15,NA,116,21,56,47
Kentucky,9/12/2020,1020,924,14,197,45,22,23,53,16,19,13,189,45,72,64
Louisiana,9/12/2020,1027,913,30,163,33,44,12,44,24,23,15,208,43,120,109
Maine,9/12/2020,319,292,NA,75,14,NA,NA,15,NA,NA,NA,65,11,NA,NA
Maryland,9/12/2020,996,864,15,198,32,17,NA,30,NA,14,NA,219,58,38,27
Massachusetts,9/12/2020,1012,909,16,225,26,23,13,37,11,19,12,199,25,22,13
Michigan,9/12/2020,1942,1777,19,390,74,76,22,89,11,37,13,472,117,41,31
Minnesota,9/12/2020,893,805,12,178,29,48,NA,37,NA,NA,13,163,44,57,46
Mississippi,9/12/2020,745,674,NA,121,27,37,10,34,NA,13,10,156,39,109,92
Missouri,9/12/2020,1369,1259,13,254,30,40,17,69,30,24,NA,285,80,155,139
Montana,9/12/2020,221,195,NA,36,NA,NA,NA,11,NA,NA,NA,43,NA,25,22
Nebraska,9/12/2020,339,308,NA,62,12,11,NA,13,NA,NA,NA,58,24,25,22
Nevada,9/12/2020,559,509,NA,98,21,16,10,24,0,NA,NA,116,30,62,55
New Hampshire,9/12/2020,228,199,NA,47,NA,13,NA,NA,NA,NA,NA,59,NA,NA,NA
New Jersey,9/12/2020,1389,1290,38,323,40,44,18,41,36,33,17,322,63,35,30
New Mexico,9/12/2020,400,347,NA,60,18,13,NA,13,NA,NA,NA,81,21,NA,NA
